item,itemLabel,position,positionLabel,startDate,endDate,source,psid
Q16301804,Rodolfo Marco Torres,Q114606615,Ministerio del Poder Popular para la Atención de las Aguas,2021-09-17,,https://es.wikipedia.org/wiki/Anexo:Ministerios_del_Poder_Popular_de_Venezuela,Q16301804-105CF67B-742A-48A3-B36C-248A801A65D0
Q19519696,Vladimir Padrino López,Q113578049,Ministerio del Poder Popular para la Defensa,2014-09-03,,https://es.wikipedia.org/wiki/Anexo:Ministerios_del_Poder_Popular_de_Venezuela,Q19519696-FEBEFA75-EC25-475E-80CA-80612837369F
Q22133019,Freddy Ñáñez,Q113578029,Ministerio del Poder Popular para la Comunicación e Información,2020-09-04,,https://es.wikipedia.org/wiki/Anexo:Ministerios_del_Poder_Popular_de_Venezuela,Q22133019-8053D74D-DBE8-42C1-B8DE-E96C5D9CBDA2
Q28503440,Francisco Torrealba,Q114606382,Ministerio del Poder Popular para el Proceso Social del Trabajo,2022-05-16,,https://es.wikipedia.org/wiki/Anexo:Ministerios_del_Poder_Popular_de_Venezuela,Q28503440-447A38EA-F90C-4A3E-8B4F-E6F5EA263B2A
Q28503444,Ramón Celestino Velázquez,Q114606356,Ministerio del Poder Popular para Transporte,2022-05-16,,https://es.wikipedia.org/wiki/Anexo:Ministerios_del_Poder_Popular_de_Venezuela,Q28503444-ED666867-C7D0-4E7D-831D-820F5A1E0445
Q3788643,Ernesto Villegas,Q114606446,Ministerio del Poder Popular para la Cultura,2017-11-03,,https://es.wikipedia.org/wiki/Anexo:Ministerios_del_Poder_Popular_de_Venezuela,Q3788643-AD4A7F0C-71D6-437D-B5B4-58D92A5FCB5A
Q506399,Tareck El Aissami,Q114606307,Ministerio del Poder Popular de Petróleo,2020-04-27,,https://es.wikipedia.org/wiki/Anexo:Ministerios_del_Poder_Popular_de_Venezuela,Q506399-00AACF5B-5FF9-40C6-846B-600957A0D8A9
Q58132,Nicolás Maduro,Q11942698,presidente de Venezuela,2013-03-05,,,Q58132-96DB508B-6792-4044-9432-16F48352CCC8
Q6047488,Néstor Reverol,Q114606478,Ministerio del Poder Popular para la Energía Eléctrica,2020-10-25,,https://es.wikipedia.org/wiki/Anexo:Ministerios_del_Poder_Popular_de_Venezuela,Q6047488-8AF176D1-19B3-4F36-805F-E2AD619A2DE4
Q6108259,Ricardo José Menéndez Prieto,Q114606316,Ministerio del Poder Popular de Planificación,2014-06-17,,https://es.wikipedia.org/wiki/Anexo:Ministerios_del_Poder_Popular_de_Venezuela,Q6108259-C28018D8-C654-4C35-919A-98AE9A8C3568
Q6146383,Tibisay Lucena,Q114606437,Ministerio del Poder Popular para la Educación Universitaria,2021-10-19,,https://es.wikipedia.org/wiki/Anexo:Ministerios_del_Poder_Popular_de_Venezuela,Q6146383-42E0112B-6040-48B6-9A74-8E1CAEE10544
Q6167867,Wilmar Castro Soteldo,Q28706232,Ministerio del Poder Popular para la Agricultura Productiva y las Tierras,2016-01-06,,https://es.wikipedia.org/wiki/Anexo:Ministerios_del_Poder_Popular_de_Venezuela,Q6167867-8E681A85-2903-4D25-8F05-E8E6F8E7E470
Q6169921,Yelitze Santaella,Q113578045,Ministerio del Poder Popular para la Educación,2021-08-19,,https://es.wikipedia.org/wiki/Anexo:Ministerios_del_Poder_Popular_de_Venezuela,Q6169921-019B067B-7B73-4F2F-B5C2-7162D4AF3756
Q6623799,Jorge Arreaza,Q114606511,Ministerio del Poder Popular para las Comunas y los Movimientos Sociales,2022-02-04,,https://es.wikipedia.org/wiki/Anexo:Ministerios_del_Poder_Popular_de_Venezuela,Q6623799-FF78E08F-6963-4FE1-87C7-8FF472BA3AAE
Q77892039,Jorge Elieser Márquez,Q114606325,Ministerio del Poder Popular del Despacho de la Presidencia y Seguimiento de la Gestión de Gobierno,2017-10-26,,https://es.wikipedia.org/wiki/Anexo:Ministerios_del_Poder_Popular_de_Venezuela,Q77892039-4FB81067-B2F9-47AA-809F-282A181FE003
Q85383854,Remigio Ceballos,Q114606345,"Ministerio del Poder Popular para Relaciones Interiores, Justicia y Paz",2021-08-19,,https://es.wikipedia.org/wiki/Anexo:Ministerios_del_Poder_Popular_de_Venezuela,Q85383854-9097B309-FD27-431D-A30F-FB6AF6D3ECA0
Q98280254,William Serantes Pinto,Q114606287,Ministerio del Poder Popular de Desarrollo Minero Ecológico,2021-08-19,,https://es.wikipedia.org/wiki/Anexo:Ministerios_del_Poder_Popular_de_Venezuela,Q98280254-091CC243-2A34-45CA-9920-207DB9BF0FFC
