who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
33176163,National Electoral Council (Venezuela),President of the National Electoral Council of Venezuela,2006-04-30,2020-06-12,Jorge Rodríguez Gómez,Jorge Rodríguez Gómez,Indira Alfonzo,Indira Alfonzo Izaguirre,0
