who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
63556783,National Assembly of Venezuela,Vice President of the National Assembly of Venezuela,2020-01-05,,Q60012352,Edgar Zambrano,,,0
63556783,List of Presidents and Governors of Zulia,Governor of Zulia,2017-10-15,2017-10-26,Q5483151,Francisco Arias Cárdenas,Omar Prieto,Magdely Valbuena (interim) Omar Prieto,1
